County,Age65AndOlderPct2020,AvgHHSize,Ed1LessThanHSPct,Ed5CollegePlusPct,Net_InterMigrationRate_2020_2021,OwnHomePct,Under18Pct2020,PctEmpChange2021,PctEmpAgriculture,PctEmpMining,PctEmpConstruction,PctEmpManufacturing,PctEmpTrans,PctEmpServices,PctEmpTrade,UnempRate2021,Deep_Pov_All,Median_HH_Inc_ACS,PerCapitaInc,Poverty_Rate_ACS,POPESTIMATE2021,PopDensity2020
Horry,25.23,2.53,8.91,24.5,0.05,74.22,17.36,6.9,0.323990052,0.036297641,9.461584997,4.226658601,3.748739665,53.81931841,17.17012839,5.1,6.484511938,54688,30658,13.78827827,365579,309.74
Jasper,21,2.51,11.22,23.48,0.08,74.68,19.76,4.3,2.716297787,0,10.94064386,5.130784708,5.331991952,41.65828303,20.67404427,3.4,9.385821032,47811,27278,18.4691088,30324,43.94
Kershaw,18.62,2.6,10.23,21.19,0.02,81.6,22.84,2.7,1.483361333,0.529005969,7.163026772,14.19022769,5.218572399,44.24706009,11.76680845,3.7,6.655859194,56449,27730,14.74911224,66130,90.01
Lancaster,21.36,2.54,12.11,30,0.01,79.8,22.3,4.2,0.369529514,0.528934403,6.219205874,18.13351367,5.728915081,42.06839919,12.11960197,4.4,4.24470629,67407,35974,12.11845793,100336,174.87
Laurens,18.55,2.58,17.89,17.23,0.06,72.16,21.84,4,1.080377252,0.028153153,6.908079955,22.81109234,5.679898649,42.38809122,11.67652027,4.3,8.036852207,46754,24317,20.78310941,67803,94.74
Lee,19.44,2.43,17.75,15.88,0.01,74.79,17.82,1.2,2.38330046,0.542406312,5.999342538,17.42274819,6.229454306,38.921762,16.23931624,5.6,7.242231179,36195,21127,22.77987258,16280,40.30
Lexington,16.28,2.5,9.61,31.53,0.06,75.63,23.33,2.8,0.632835653,0.092919139,8.969512667,10.03245131,5.949640642,45.90698231,13.96954786,3,5.233283001,65623,33993,11.89445468,300137,420.59
McCormick,35.98,2.27,16.5,20.74,-0.01,82.46,11.38,3.7,3.28653478,0,7.402680281,17.32610083,3.573707722,47.73452457,9.955328654,4.8,8.350926578,53193,29047,15.41168191,9760,26.54
Marion,20.52,2.72,19.61,12.34,0.03,60.72,21.73,1.2,2.234477513,0,8.719216507,17.8758201,8.082152705,39.52648094,13.47342398,6.6,12.95230263,34465,19690,25.57223136,28784,59.63
Marlboro,18.7,2.62,20.25,8,0,61.48,19.06,-0.5,1.39764005,0,4.754267385,31.44690113,4.868828044,33.7495704,15.54588154,7.8,14.57265833,32136,17528,27.99754048,26382,55.57
Newberry,20.1,2.43,13.83,20.97,0.02,75.83,21.24,3.9,1.585181744,0.011613053,5.91685054,23.20288004,4.395540588,40.51213564,13.56985251,3.3,7.05443861,50950,28591,15.65960225,37996,59.84
Oconee,23.51,2.38,13.88,27.86,0.08,74.45,19.12,1.4,1.167747915,0,8.643805993,19.25548347,5.956132221,45.50509731,11.84738956,3.6,5.524589739,52842,32986,15.43566744,79203,125.46
Orangeburg,20.38,2.55,15.68,19.04,0.01,66.61,20.96,1.4,2.173978958,0.036384585,5.475880052,18.40756799,6.694763652,44.27397593,13.40468755,7.1,9.780040436,38052,22282,24.84714881,82962,76.13
Pickens,16.68,2.49,13.4,27.14,0.06,68.85,18.52,4.1,0.342179937,0,7.773326657,14.52178267,4.476715073,51.36705058,13.29994992,3.5,8.827718679,53188,29218,17.17115812,132229,264.43
Richland,13.22,2.41,8.19,39.65,0.11,59.06,21.31,2.8,0.470069071,0.022215939,4.177606334,7.059619502,5.022316921,52.13121541,13.1159874,4.1,9.341432507,56137,32952,16.76000238,418307,549.53
Saluda,20.46,2.59,18.72,19.3,0.03,76.98,21.87,2.2,4.364396361,0,5.815097123,18.44111138,6.601917876,37.582985,18.09687731,3.1,7.105894905,46451,24656,17.47132569,18821,41.66
Spartanburg,16.21,2.59,12.5,24.9,0.04,72.32,23.17,2.8,0.547237313,0.088114483,5.867232013,20.42135948,6.855704253,42.78256261,14.11620511,4,6.39256235,57627,29520,13.934182,335864,405.75
Sumter,16.68,2.53,11.93,22.38,0.02,65.28,22.88,1.6,1.619499812,0.028206093,6.532060925,16.23260624,5.895073336,46.04644603,12.18268146,4.6,8.801768693,49040,25754,18.07674033,104758,158.71
Union,20.37,2.41,17.2,13.58,0,68.33,21.37,2.9,1.212779437,0,5.032129605,25.35976106,6.516426826,39.1709657,13.12335958,6.5,7.918215613,40048,23885,20.86988848,27016,53.05
Williamsburg,21.91,2.48,16.07,15.63,0.03,73.3,19.65,-0.5,1.629502573,0,9.519725558,16.95540309,7.186963979,42.54716981,10.60034305,6.1,10.74057888,40124,21435,22.42915252,30484,33.21
York,14.59,2.56,8.39,35.87,0.05,72.28,24.45,4.3,0.625512715,0.034425173,6.12987812,13.95171686,6.764180241,44.28468886,14.72298723,3.7,4.184547779,72234,37804,9.184400811,288595,414.21
South Dakota,17.01,2.46,7.47,29.99,0.12,68.45,24.52,2.7,5.905561863,0.405034381,7.070035708,10.06474751,4.410547845,44.12176012,14.32073102,3.1,5.840067981,63920,33468,12.45828816,895376,11.70
Aurora,20.5,2.38,9.97,18.3,0.07,78.61,25.85,1.7,24.12611378,0.548320768,5.894448252,9.115832762,7.402330363,33.99588759,12.13159698,2.4,2.227525855,64960,37884,7.159904535,2748,3.88
Beadle,17.38,2.42,14.23,23.88,0.69,69.07,27.23,0.1,7.469149167,0,5.553150033,22.62394458,7.772245075,36.00346395,10.72743018,2.8,4.045376712,56692,29793,12.20569349,19121,15.21
Bennett,12.84,3.41,11.75,20.19,0.06,55.5,32.95,-1,12.40740741,0,5.740740741,2.592592593,4.351851852,45.46296296,13.05555556,4.3,22.16896345,40664,17745,34.90113841,3406,2.85
Bon Homme,20.13,2.27,11.37,22.79,0,78.65,18.51,0.4,9.433285509,0.215208034,5.523672884,14.67001435,4.411764706,37.30272597,12.33859397,2.8,3.297101449,53575,26133,11.48550725,7014,12.43
Brookings,12.48,2.32,3.76,42.97,0.33,59.6,21.04,1.6,6.130754189,0.248401247,4.228106337,20.49574547,2.970244702,45.30944453,12.75302574,3.2,5.063537977,59178,29775,12.05759043,34639,43.39
Brown,17.45,2.3,6.79,32.4,0.13,65.46,23.66,1.6,5.52854828,0.052425889,5.714421885,13.32094176,3.955771614,43.2561243,15.02240015,3,4.005661335,63805,36335,10.35329933,38101,22.36
Brule,18.33,2.47,11.97,24.57,0.11,64.97,23.5,6,14.1025641,0.150829563,4.901960784,4.336349925,3.808446456,51.09351433,10.29411765,2.5,5.681148024,60857,32605,14.86141144,5242,6.42
Buffalo,8.78,3.81,18.82,6.91,0,48.94,38.6,4.6,12.5,0,5,2.5,1.833333333,47.5,11,5.4,26.67347982,38523,12056,37.50638733,1923,4.13
Butte,20.08,2.52,8.69,20.32,0,77.59,24.17,2.8,10.29411765,4.743164872,8.077879039,8.367854184,2.34051367,38.81524441,15.43082022,3.4,4.344344344,48941,27228,9.339339339,10456,4.55
Campbell,29.7,2.36,12.7,27.19,0,82.57,19.97,-0.8,23.04635762,0.264900662,7.284768212,4.503311258,6.754966887,32.71523179,13.11258278,3.4,0.907911803,58026,30002,5.317769131,1380,1.88
Charles Mix,17.96,3.07,11.77,22.35,0,73.57,28.72,3.7,16.39728884,0.130344108,6.543274244,3.336809176,4.796663191,41.99687174,11.93952033,3.7,12.78336835,52981,24587,23.57624682,9163,8.54
Clark,21.76,2.69,6.15,19.17,0.08,81.71,27.57,-10.1,29.29047908,1.27349909,6.306852638,5.336567617,6.731352335,33.59611886,12.18920558,3.7,2.696144513,54473,31170,5.419250472,3855,4.01
Clay,12.16,2.33,5.12,45.91,0.08,53.98,17.16,4.5,4.412314596,0.511030787,3.739249657,6.606007728,3.215754705,57.62183722,16.415306,3,12.94894508,56077,28259,20.05153809,15150,36.32
Codington,18.02,2.32,8.42,20.25,0.05,66.84,23.36,3.6,6.06453285,0.064792018,6.200596087,16.5349229,4.354023584,36.53621874,18.83503952,3.1,5.499623804,61496,32990,11.82329547,28427,41.19
Corson,11.71,3.7,14.01,15.5,0,53.18,34.62,-0.2,31.96930946,0,6.905370844,1.960784314,2.301790281,34.86786019,10.05967604,4.7,23.07887395,38281,17384,43.54552371,3872,1.58
Custer,31.82,2.23,7.06,26.72,0.04,83.15,16.75,4.2,6.534325889,1.957540667,9.346567411,4.935208161,6.17590295,49.18665564,10.50454921,4,4.226728561,68736,36665,11.43415588,8609,5.34
Davison,19.27,2.23,10.12,22.78,0.01,62.72,23.03,1.3,4.843553231,0.135619491,6.742226097,12.05076044,3.167683813,44.54131551,14.74377603,2.8,5.791688585,50900,30789,14.28195686,19878,45.81
Day,26.06,2.34,8.04,21.19,0.04,75.64,23.07,1.2,15.28127624,0,7.598656591,13.39210747,3.190596138,34.80268682,11.92275399,4.3,5.229852969,52775,29655,15.20565792,5414,5.30
Deuel,21.58,2.36,8.42,23.25,0.02,76.25,23.89,0,14.67514766,0,6.587914584,23.48932304,4.497955475,29.89550204,11.67651068,4.2,2.289355676,70808,32936,5.475572339,4272,6.90
Dewey,9.62,3.21,16.6,17.08,0,58.3,31.38,0.9,11.07106076,0,7.466529351,2.832131823,2.935118435,44.7476828,9.886714727,5.9,15.41516928,46087,18469,35.1428031,5246,2.28
Douglas,23.32,2.51,9.93,19.76,0.11,75.85,23.07,-0.6,18.79003559,0.284697509,6.049822064,5.195729537,5.338078292,37.08185053,14.23487544,2.5,3.576642336,66750,32040,8.941605839,2821,6.57
Edmunds,22.2,2.63,7.4,24.65,0.05,82.07,22.85,1.8,21.26649077,0,7.915567282,5.699208443,4.907651715,39.63060686,12.40105541,2.7,1.826601492,69732,34720,6.869050682,4033,3.54
Fall River,29.63,2.14,6.57,22.11,0.03,75.67,17.22,4.2,8.526351125,1.577710641,9.768378651,0.772071165,6.747230614,50.31889896,7.720711648,4,4.29393537,51007,29301,17.72170577,7202,4.01
Faulk,23.86,2.55,8.42,25.32,0,82.72,22.26,3,27.7892562,0,8.884297521,3.202479339,3.409090909,39.5661157,7.024793388,2.7,2.423954373,53056,28080,20.81749049,2137,2.16
Grant,21.61,2.41,8.03,24.65,0.12,84.24,22.76,0,7.713849287,2.622199593,9.037678208,16.90427699,7.153767821,39.84215886,9.292260693,3.4,4.767644302,70483,36239,7.75411812,7519,11.09
Gregory,25.09,2.53,9.62,19.06,0,75.56,22.51,2.7,15.07675439,0.274122807,6.304824561,3.070175439,8.552631579,39.9122807,17.16008772,2.8,6.189994947,44654,28355,12.98635675,3977,3.94
Haakon,24.79,2.57,4.25,16.01,0,80.2,22.6,-1.4,23.1884058,0,10.86956522,2.657004831,3.140096618,35.14492754,19.44444444,2.8,6.710310966,51016,28513,16.47572286,1835,1.03
Hamlin,15.4,2.86,7.84,21.17,0.13,81.06,32.33,4.2,10.9996541,0.38049118,9.85818056,14.38948461,6.36457973,35.48945002,15.11587686,2.4,1.560664541,71923,28709,7.333445209,6255,12.16
Hand,25.41,2.21,7.14,25,0.06,70.84,21.69,0.6,25.60509554,0,6.114649682,7.070063694,5.859872612,35.73248408,12.92993631,2.5,1.727574751,61121,35312,9.069767442,3095,2.19
Hanson,16.06,3.13,4.83,18.24,0,86.86,29.3,1.3,14.40726035,0.794100964,10.66364152,11.0039705,4.254112309,34.77027794,11.96823596,4,0.23364486,75132,29986,7.885514019,3505,7.96
Harding,20.06,2.18,5.23,23.07,-0.08,66.73,24.79,0.9,38.04511278,0.751879699,14.88721805,1.654135338,4.360902256,23.30827068,10.37593985,2.8,3.694158076,64250,32455,8.24742268,1327,0.49
Hughes,17.53,2.24,3.71,34.54,0.01,71.48,24.02,1.4,5.09314095,0.064606439,8.560353182,2.799612361,2.778076882,38.94691504,11.10153979,2.4,5.658005029,77725,35344,12.77691294,17694,23.96
Hutchinson,22.15,2.47,9.57,25.34,0.01,76.79,25.41,0.9,16.17844665,0,5.159903252,9.943563558,5.186777748,39.10239183,13.86723999,3.1,5.089903181,62448,32338,9.820193638,7411,9.14
Hyde,24.72,2.46,8.62,16.75,0,82.66,21.71,-2.2,23.98373984,0,5.420054201,2.845528455,5.555555556,29.13279133,15.98915989,2.6,2.451708767,66328,34784,6.46359584,1236,1.47
Jackson,13.15,3.82,13.75,14.21,0.07,62.05,31.75,0.7,14.44444444,0,2.716049383,2.839506173,0.617283951,54.32098765,15.0617284,4.4,36.88377114,25357,14277,44.40446204,2878,1.51
Jerauld,27,2.09,7.98,19.44,0.06,82.41,22.85,12,17.25312145,0,0.908059024,9.194097616,7.604994325,36.32236095,18.61520999,2.2,0.620067644,58375,44290,8.286358512,1636,3.16
Jones,24.75,2.4,5.69,38.62,0,72.7,24.65,0.6,20.04889976,0,10.26894866,2.200488998,9.046454768,35.20782396,13.93643032,3.4,7.205240175,52321,27121,12.66375546,879,0.95
Kingsbury,22.73,2.54,7.95,24.02,0,79.91,22.88,2.1,15.99366587,0.079176564,9.026128266,15.00395883,4.513064133,34.08551069,13.38083927,2.9,2.555467512,62634,33925,8.042789224,5192,6.23
Lake,23.37,2.34,8.73,33.03,0,72.33,22,2.5,7.351984385,0,6.099544567,13.28887443,6.132075472,44.69746259,12.80091087,3,2.275029935,67297,37541,11.35672838,10851,19.65
Lawrence,22.69,2.2,5.62,34.53,0.14,63.67,19.19,5.3,3.341306081,1.855475828,8.813510183,5.414220483,3.428281511,54.70029717,13.11879394,3,8.006139926,56166,37180,13.24527387,26165,32.21
Lincoln,13.6,2.54,4.14,41.25,0.01,73.5,28.25,3,2.228222254,0.147790252,5.314764815,8.799204206,3.578229359,47.61119795,16.23134859,2.4,2.329113115,87560,45665,4.704584692,67870,112.87
Lyman,16.51,3,8.89,25.78,0,65.68,29.48,3.1,20.26143791,0,5.490196078,0.784313726,2.745098039,42.61437909,12.09150327,4.4,12.85367825,55977,22812,22.15036378,3764,2.26
McCook,18.39,2.5,8.74,25.74,0.04,80.88,25.43,3,15.40596808,0.104094379,7.460097155,5.551700208,6.731436502,41.18667592,10.96460791,2.8,4.159884247,72063,31389,8.138903961,5695,9.90
McPherson,27.75,2.43,13.87,21.62,0,80.16,20.57,-2.1,23.39405561,0,9.395973154,6.519654842,2.492809204,39.11792905,9.87535954,4.2,5.514365153,54324,38809,11.35310473,2420,2.12
Marshall,22.06,2.53,8.69,28.05,0.05,79.57,24.38,1.6,13.70038412,0,8.237302604,12.12121212,6.658130602,33.41869398,11.99317115,3.5,3.988803359,69236,40245,6.881268953,4304,5.14
Meade,15.82,2.57,4.51,27.88,0.04,74.81,25.12,4.3,6.214008303,1.10486139,10.13794027,4.720771394,4.847997857,43.94669881,14.06856837,3,4.367024791,68242,30365,7.391954383,30173,8.60
Mellette,14.75,3.21,18.91,14.62,0,57.34,33,4.5,12.2244489,0,4.008016032,1.002004008,4.809619239,56.31262525,5.611222445,4.5,32.95392954,35726,15299,49.97289973,1908,1.47
Miner,21.98,2.48,10.89,17.26,0,80,22.72,3.8,16.57706093,0,5.82437276,12.27598566,7.347670251,37.27598566,14.24731183,3.1,6.604194556,56351,27769,8.567603748,2314,4.03
Minnehaha,13.35,2.42,6.85,33.46,0.24,63.5,24.95,3,1.22396768,0.109512898,7.476325888,10.86294323,4.406283648,44.86807837,15.36493563,2.9,3.946389075,66502,34804,8.831866722,199685,244.43
Moody,19.08,2.49,5.96,26.69,0.02,71.79,26.91,2.2,12.06518333,0.062676277,9.620808524,8.398621122,3.948605453,42.27514886,12.81729865,2.8,4.752729608,66000,32020,9.682080925,6315,12.20
Oglala Lakota,7.11,5.24,26.76,10.36,0,51.87,37.06,6.8,5.78125,0.5,5.71875,0.84375,0.375,55.375,11.03125,8.7,29.35098952,33192,10842,50.50203725,13586,6.53
Pennington,18.75,2.39,5.55,33.25,0.07,69.19,22.38,4.3,1.63132137,0.602476642,8.657125908,6.111893816,4.908794305,49.49948094,14.47612339,3.2,4.89594463,62546,35292,12.57930617,111806,39.33
Perkins,25.89,2.25,8.17,20.87,0,79.38,20.85,2.4,32.89555972,0.687929956,8.505315822,4.940587867,5.753595998,26.07879925,13.94621639,3.1,1.19128659,59432,36306,10.78965283,2819,0.99
Potter,28.6,2.39,5.98,24.4,0.04,79.01,19.54,3.1,23.45469941,0.084674005,7.027942422,2.794242168,4.9957663,30.65198984,18.88230313,3,4.311708861,59408,31816,7.357594937,2475,2.87
Roberts,19.18,2.76,10.15,16.11,0,66.61,28.06,0,10.33864095,0.156985871,6.055169321,13.56806459,4.148912312,40.23323615,11.54967482,4.6,8.04700727,53618,25711,20.19719151,10163,9.34
Sanborn,20.13,2.59,8.25,17.21,0.04,74.33,24.16,3.4,14.5440844,0,3.918613414,11.22833459,7.385079126,35.41823662,13.9412208,3,3.107466552,58409,31359,9.753992231,2378,4.09
Spink,21.36,2.56,9.79,26.45,0,76.66,23.27,0.3,20.67371202,0.594451783,6.07661823,4.65653897,3.896961691,36.09643329,12.91281374,3.2,4.042011458,63802,35636,8.036282623,6269,4.23
Stanley,21.54,2.37,6.3,29.04,0,83.11,24.7,1.5,8.90052356,0,11.28563118,5.235602094,3.897614892,31.82082606,14.71785922,3,1.391245334,76402,42557,4.13980319,3032,2.06
Sully,24.69,2.2,3.39,20.76,0,82.87,21.16,1.7,29.04148784,0.715307582,6.723891273,3.576537911,1.716738197,34.47782546,11.3018598,3.8,3.534956795,59688,37600,8.169677926,1476,1.44
Todd,7.13,3.87,21.29,13.31,0.09,46.04,39.75,3.7,7.317073171,0,2.18495935,0,2.388211382,61.8902439,10.26422764,4.8,36.29301974,26250,10301,59.02470601,9286,6.71
Tripp,22.3,2.61,12.02,19.19,0.11,71.58,23.83,1.2,18.39037232,0,6.16773223,1.504324934,5.001880406,42.64761188,14.62955999,2.4,12.24186047,52274,25526,21.71162791,5569,3.49
Turner,20.9,2.44,8.45,25.92,0.06,79.23,26.06,3.2,9.954441913,0.022779043,9.589977221,8.086560365,4.282460137,40.88838269,15.23917995,2.7,4.819419775,66199,33109,9.958555358,8708,14.06
Union,18.3,2.39,5.57,34.39,0.07,69.64,24.71,1.5,4.934722721,0.71864894,7.174511918,15.21140256,7.641633729,36.71098335,14.72032579,3.6,3.477351059,80238,45474,7.576317085,16872,36.49
Walworth,24.48,2.21,10.05,25.1,0,70.56,22.92,2.3,13.33875559,1.789345262,7.076047174,4.02602684,2.399349329,48.06832046,12.68808459,5.5,6.630043569,51746,32342,14.69975374,5248,7.50
Yankton,19.62,2.23,8.49,26.5,0.05,69.49,21.14,1.2,4.513180446,0.522321064,4.921243777,19.70129764,3.794988982,39.26385375,14.92695666,2.7,4.160932196,67052,33876,8.831085421,23297,44.72
Ziebach,10.77,3.6,10.83,14.57,0,55.73,34.94,0.8,26.75709001,0.123304562,1.233045623,1.356350185,2.959309495,36.62145499,10.48088779,4.5,21.18883947,38750,20822,44.48038819,2380,1.23
Tennessee,16.61,2.52,11.24,29.04,0.03,66.92,22.09,4.2,0.80030864,0.135451745,6.66953023,13.01926814,6.915380146,46.91869147,13.8693403,4.3,6.330114605,58516,32908,14.28270684,6975218,167.61
Anderson,20.05,2.43,10.14,24.42,0.02,68.74,21.12,4.5,0.143410734,0.225795624,8.333079059,11.28367864,6.188020627,51.28917096,13.17853111,3.8,6.362594606,55414,30544,15.43278968,77576,228.71
Bedford,15.06,2.75,16.22,17.97,0.04,70.51,25.05,4.9,1.340673,0.341827222,9.158305958,21.39749623,6.978602504,37.82296014,12.88289088,4.1,5.346744309,55354,26361,13.56843263,51119,106.07
Benton,23.9,2.41,15.24,12.07,0,73.65,19.48,3.4,1.258503401,1.56462585,5.510204082,15.69727891,9.472789116,39.21768707,17.38095238,4.8,7.827303364,40258,24313,18.0708336,15872,40.23
Bledsoe,18.58,2.77,23.44,11.1,0.04,80.74,17.45,3.9,9.135628953,0.351370344,9.592410401,14.37104708,5.393534786,41.56711174,9.065354884,5.2,7.516195524,51884,24101,21.12779741,15234,36.68
Blount,20.64,2.52,10.23,25.38,0.02,76.26,20.41,4.4,0.643172776,0.190278499,7.619002689,13.83686371,5.345096004,45.53160038,15.25373087,3.4,4.062398194,64593,33726,9.490040988,137605,242.08
Bradley,17.19,2.56,12.59,22.91,0.03,67.01,21.84,-0.8,0.67332711,0.011917294,5.704411385,19.78469422,6.377738495,44.68786621,13.49633543,4.1,5.630317389,55426,28531,14.21295453,110162,330.39
Campbell,20.5,2.46,19.93,13.18,0.02,66.42,20.43,4.5,0.370664549,1.085517607,13.57558909,16.47471538,6.374106434,39.76701086,11.9605507,4.8,6.796268307,46110,24918,18.99723771,39578,81.78
Cannon,17.92,2.5,15.48,15,0.01,77.62,21.36,5.4,2.753321594,0.096046102,8.452056987,19.54538178,5.042420362,37.76212582,14.1347847,3.4,10.46421253,54223,28160,17.19776726,14553,54.61
Carroll,20.13,2.5,11.94,20.3,0,75.8,20.94,3.1,2.637476297,0.181003275,8.300293053,17.00568867,5.223237373,43.78555421,13.2304775,4.6,7.529780336,44794,24315,17.37277331,28432,47.59
Carter,22.33,2.32,13.21,19.52,0.01,72.06,18.56,4.6,0.970959097,0.193313123,6.96366592,12.12600501,5.944378542,50.0549185,15.1926541,4.2,6.204900919,44280,25267,18.98465258,56134,165.14
Cheatham,15.52,2.64,12.72,21.98,0.03,79.06,21.46,5.8,0.775571923,0.063411541,11.03360812,9.926345056,7.526462124,43.69055168,14.10175113,3.1,5.375998417,69132,31832,10.21044042,41523,135.77
Chester,17.24,2.61,15.34,16.97,-0.01,75.85,22.2,2.8,2.089009991,0,3.678474114,16.80290645,5.61610657,41.00817439,21.29881926,3.3,7.758999812,52692,22387,17.616385,17504,60.69
Claiborne,20.12,2.29,17.97,18.31,0.01,71.61,19.06,3.4,2.004130651,1.315688824,7.320431424,20.98217701,6.379560927,41.74252276,9.959458426,4.1,8.045223661,41938,24204,18.97427495,32267,73.73
Clay,24.96,2.51,17.88,13.08,0.04,76.25,20.35,4.7,3.400075557,1.208915754,9.973554968,17.9070646,2.417831507,40.76312807,11.37136381,5.3,9.234264333,38709,21602,24.04115996,7555,32.05
Cocke,21.53,2.48,16.2,12.34,0,70.45,19.63,4.6,1.148865061,0.550062665,6.23868542,20.91630692,7.784431138,46.02423061,10.10304971,5.5,7.875374951,41558,23517,20.27845379,36418,82.54
Coffee,17.07,2.52,12.21,22.84,0.05,67.33,22.96,2.3,1.45631068,0.110847795,7.942817827,24.76874857,4.9422827,38.47565171,12.29646052,4.1,5.585317987,52626,27539,16.04872788,59032,134.95
Crockett,18.6,2.56,15.83,15.53,0.01,69.74,23.49,2.3,4.077669903,0.03236246,9.174757282,15.98705502,7.588996764,37.42718447,13.73786408,3.6,6.219679965,52136,26044,16.53030193,13979,52.39
Cumberland,31.46,2.26,11.42,17.27,0.01,78.6,17.29,2.2,2.861621138,0.367218988,5.893416928,15.98298253,8.150470219,38.84460367,16.52933274,4.8,6.037162049,52630,28255,12.87136985,62451,89.75
Davidson,12.53,2.34,9.89,44.42,0.08,54.6,19.98,5.7,0.180940739,0.01016521,6.144869491,7.053385142,5.455159988,54.69492934,12.46076864,4.2,6.76460694,66047,40962,14.33162899,703953,1421.26
Decatur,23.38,2.57,15.59,15.82,0,81.07,20.23,0,3.174603175,0.816993464,6.255835668,18.39402428,5.042016807,43.72082166,12.62838469,5.7,6.994933784,43817,26075,19.25162208,11391,34.25
DeKalb,18.74,2.44,19.46,19.46,0.09,69.23,21.99,6.1,3.494423792,0.024783148,7.112763321,25.377943,7.472118959,34.12639405,13.01115242,4.5,5.848824073,45728,25625,18.37835062,20478,65.96
Dickson,16.43,2.71,12.82,18.54,0.01,78.66,22.3,5.6,1.228939544,0.087215064,10.02576809,15.93260654,6.445986125,40.99108028,14.12091179,3.4,4.203726243,61388,30897,10.83793652,55292,110.87
Dyer,17.63,2.49,12.14,20.23,0,63.17,24.07,4.6,1.500555761,0.166728418,5.68729159,24.39175003,3.921205385,38.23638385,15.95652711,4.6,7.124010554,50245,32793,17.37027265,36615,71.83
Fayette,21.9,2.57,10.67,23.6,0,80.27,18.78,2.6,1.66156537,0,7.662877132,14.40205509,9.865544381,40.63183209,14.75185833,4.1,5.093722542,69729,37049,11.83735234,42832,59.58
Fentress,22.13,2.45,19.75,15.95,0.01,75.36,20.56,2.4,5.00213159,1.122637488,10.04689498,14.36691772,3.694756288,45.37444934,12.57638198,4,3.876185165,43464,21889,20.54099275,18850,37.08
Franklin,20.33,2.45,11.35,21.68,0.02,74.33,19.58,2.2,1.430935982,0.074750387,6.96780394,21.76304127,3.796251802,44.11874633,12.99588873,3.8,7.459265534,52189,29392,14.58219144,43215,77.14
Gibson,17.78,2.53,12.9,18.21,0.02,67.09,24.11,1.3,2.287829884,0.04746535,6.118283653,17.08752611,6.49325992,43.1839757,15.75374976,4.3,5.656808104,49615,25466,14.51934421,50541,83.67
Giles,20.28,2.59,12.41,18.28,0.06,71.27,20.97,4.3,3.111514876,0.196835491,6.525853585,23.93065334,6.881671588,34.30994019,13.78605496,4.3,6.805157593,54061,28268,13.09182699,30542,49.67
Grainger,20.95,2.49,20.07,14.01,0.01,76.78,20.5,4.3,1.845515811,0.196993261,11.20787973,18.83877657,8.667703473,35.76982893,13.85173665,4.2,6.80975778,44917,24661,16.53736747,23763,83.85
Greene,21.85,2.47,14.92,16.96,0.01,76.03,19.69,3.7,1.435737762,0.401314651,4.985296662,23.1309462,6.798131811,41.3734648,14.95934959,4.4,6.147565146,47361,26394,15.7130645,70621,112.75
Grundy,20.61,2.75,21.85,14.75,0,81.07,20.41,3,5.117727184,0,5.1761043,23.62327301,7.199844328,40.06616073,10.0019459,5.4,5.989740495,45150,21848,17.1997586,13622,37.53
Hamblen,18.2,2.59,15.21,18.05,0.01,67.1,23.23,3.1,0.321341509,0.350890153,6.338184236,23.69801285,4.339957155,42.71256556,15.81960553,4,7.534584587,45275,25056,17.15140806,64468,400.15
Hamilton,17.73,2.39,9.52,34.1,0.02,63.37,20.96,3.9,0.335037419,0.059848087,6.129674583,13.20685065,6.960276532,47.14519034,12.7028962,4,6.284688399,61050,36964,12.70982942,369135,675.45
Hancock,21.92,2.29,18.71,11.09,0,78.89,20.77,6.3,1.910262106,0.1332741,4.042647712,21.45713016,7.907596624,44.69124833,11.01732563,4.8,12.89371606,29650,26925,29.12335144,6787,29.97
Hardeman,18.31,2.39,17.86,11.35,0,69.62,18.34,-1.6,1.95871452,0.01172883,4.1402768,26.65962937,7.365704903,36.31245602,11.55289702,6,5.926883309,41138,20591,16.6405096,25426,38.13
Hardin,23.08,2.43,15.63,16.19,0,75.23,20.36,1.9,1.901248581,0,8.806280742,20.48808173,4.370034052,36.18047673,17.95308362,4.5,6.282642675,45092,25537,17.56318859,26892,46.46
Hawkins,21.41,2.47,13.41,16.2,0.01,76.96,19.94,2.3,0.633259912,0.270741557,6.451908957,23.54533774,6.474853157,41.06552863,13.36270191,4.4,8.055202989,49101,26032,17.6442196,57288,116.46
Haywood,19.53,2.49,17.24,11.84,0.02,58.89,22.52,1,3.546864464,0,6.958867161,22.57585974,7.862440998,37.95010115,13.06810519,5.9,7.374314313,39952,24308,20.70915569,17694,33.51
Henderson,18.53,2.53,13.27,13.56,0,73.85,22.57,3.8,1.79143228,0.112505409,6.066637819,17.01427953,9.848550411,41.83470359,13.15447858,4.4,6.485017626,47885,23757,16.71930082,27953,53.54
Henry,23.41,2.46,14.24,18.13,0,76.09,20.62,3.3,2.852020861,0.220013038,7.561929596,16.74543677,6.999674055,38.68970013,15.24608866,4,7.107271237,43444,24949,19.93756701,32239,57.30
Hickman,17.55,2.64,18.06,10.11,0,78.8,20.79,5.6,2.930084131,0.309447829,10.02804371,19.16642491,6.411372208,36.60187603,16.48776714,3.5,5.520806185,48527,28160,13.60003475,25307,40.69
